,dept,dist,station,value,date
619728,GCC,Chennai,Zone 14 Perungudi,4.2,2023-06-24
619729,Revenue,Kancheepuram,Sriperumbadur,4.0,2023-06-24
619730,Revenue,Tiruvallur,Poonamallee,4.0,2023-06-24
619731,Revenue,The Nilgiris,Upperbhavani,4.0,2023-06-24
619732,GCC,Chennai,Zone 13 Adyar,3.9,2023-06-24
619733,GCC,Chennai,Zone 02 D15 Manali,3.3,2023-06-24
619734,Revenue,Chennai,Ambathur,3.2,2023-06-24
619735,Revenue,Tiruvallur,Gummidipoondi,3.0,2023-06-24
619736,Revenue,Dharmapuri,Pennagaram,3.0,2023-06-24
619737,Revenue,The Nilgiris,Devala,3.0,2023-06-24
619738,Revenue,Salem,Yercaud,2.8,2023-06-24
619739,CMWSSB,Chennai,Valasaravakkam,2.6,2023-06-24
619740,Revenue,Chennai,Sholinganallur,2.4,2023-06-24
619741,Revenue,Chennai,Ayanavaram taluk office,2.3,2023-06-24
619742,GCC,Chennai,Zone 11 Valasaravakkam,2.1,2023-06-24
619743,CMWSSB,Chengalpattu,Alandur,2.0,2023-06-24
619744,CMWSSB,Chennai,Perungudi,2.0,2023-06-24
619745,Revenue,Tiruvallur,Uthukottai,2.0,2023-06-24
619746,Revenue,The Nilgiris,Gudalur Bazaar,2.0,2023-06-24
619747,Revenue,The Nilgiris,Naduvattam,2.0,2023-06-24
619748,Revenue,Ariyalur,"Taluk Office, Andimadam",2.0,2023-06-24
619749,Revenue,Chennai,Gov hr sec school MGR Nagar,1.8,2023-06-24
619750,GCC,Chennai,Zone 12 Alandhur,1.8,2023-06-24
619751,GCC,Chennai,Zone 14 U41 Perungudi,1.8,2023-06-24
619752,Revenue,Sivagangai,Sivagangai,1.4,2023-06-24
619753,Revenue,Pudukkottai,Aranthangi,1.0,2023-06-24
619754,Revenue,Chengalpattu,"Taluk Office, Tambaram",1.0,2023-06-24
619755,Revenue,Salem,Danishpet,1.0,2023-06-24
619756,Revenue,Theni,Thekkadi,1.0,2023-06-24
619757,Revenue,The Nilgiris,Upper Gudalur,1.0,2023-06-24
619758,Revenue,Chennai,Alandur,0.6,2023-06-24
619759,CMWSSB,Chennai,Sholinganallur,0.4,2023-06-24
619760,GCC,Chennai,Zone 12 Meenambakkam,0.3,2023-06-24
619761,Revenue,Salem,Salem,0.3,2023-06-24
619762,CMWSSB,Chennai,Anna Nagar,0.2,2023-06-24
619763,CMWSSB,Tiruvallur,Thervoykandigai,0.2,2023-06-24
619764,Revenue,Pudukkottai,Pudukkottai,32.0,2023-06-25
619765,Revenue,Pudukkottai,Kudimiyanmalai,20.0,2023-06-25
619766,Revenue,The Nilgiris,Taluk Office  Pandalur,18.0,2023-06-25
619767,GCC,Chennai,Zone 09 Ice House,12.6,2023-06-25
619768,Revenue,Tiruvallur,Ponneri,7.0,2023-06-25
619769,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,6.0,2023-06-25
619770,Revenue,Tiruvallur,Uthukottai,5.0,2023-06-25
619771,Revenue,Pudukkottai,Adanakottai,3.0,2023-06-25
619772,Revenue,Coimbatore,Chinnakalar,3.0,2023-06-25
619773,Revenue,Coimbatore,Cincona,2.0,2023-06-25
619774,Revenue,Tiruvallur,Gummidipoondi,2.0,2023-06-25
619775,Revenue,The Nilgiris,Wood Braiyar Estate,2.0,2023-06-25
619776,Revenue,Coimbatore,"Taluk Office, Valparai",1.0,2023-06-25
619777,Revenue,Coimbatore,Valparai PAP,1.0,2023-06-25
619778,GCC,Chennai,Zone 07 Ambattur,0.3,2023-06-25
619779,GCC,Chennai,Zone 13 Adyar Eco Park,0.3,2023-06-25
619780,Revenue,Theni,Periyar,43.4,2023-06-26
619781,Revenue,The Nilgiris,Kodanad,32.0,2023-06-26
619782,Revenue,The Nilgiris,Kinnakorai,29.0,2023-06-26
619783,Revenue,Pudukkottai,Ayinkudi,25.4,2023-06-26
619784,Revenue,Coimbatore,Chinnakalar,23.0,2023-06-26
619785,Revenue,Thiruchirappalli,Samayapuram,22.4,2023-06-26
619786,Revenue,The Nilgiris,Barwood,22.0,2023-06-26
619787,Revenue,Tenkasi,Adavinainarkoil Dam,19.0,2023-06-26
619788,Revenue,Coimbatore,Sholayar,19.0,2023-06-26
619789,Revenue,Kanniyakumari,Perunchani,16.8,2023-06-26
619790,Revenue,Kanniyakumari,Pechiparai,15.2,2023-06-26
619791,Revenue,Kanniyakumari,Puthan dam,15.0,2023-06-26
619792,Revenue,Pudukkottai,Avudaiyarkovil,13.6,2023-06-26
619793,Revenue,Kanniyakumari,Balamore,13.2,2023-06-26
619794,Revenue,Thiruchirappalli,Vathalai Anaicut,13.2,2023-06-26
619795,Revenue,Kanniyakumari,Suralacode,12.4,2023-06-26
619796,Revenue,Dindigul,Chatrapatti (Ottanchatram),10.6,2023-06-26
619797,Revenue,Thiruchirappalli,Pullambadi,10.4,2023-06-26
619798,Revenue,Thiruchirappalli,Sirukudi,10.2,2023-06-26
619799,Revenue,Tirunelveli,Oothu,10.0,2023-06-26
619800,Revenue,The Nilgiris,Gudalur Bazaar,9.0,2023-06-26
619801,Revenue,Kanniyakumari,Adayamadai,9.0,2023-06-26
619802,Revenue,Theni,Thekkadi,8.2,2023-06-26
619803,Revenue,Thiruchirappalli,Navalur kottapattu,8.2,2023-06-26
619804,Revenue,Tirunelveli,Nalumukku,8.0,2023-06-26
619805,Revenue,The Nilgiris,Naduvattam,8.0,2023-06-26
619806,Revenue,The Nilgiris,Upper Gudalur,8.0,2023-06-26
619807,Revenue,Tirunelveli,Kodumudiyaru Dam,7.0,2023-06-26
619808,Revenue,Thiruchirappalli,Tiruchirappalli Town,7.0,2023-06-26
619809,Revenue,Kanniyakumari,Chittar I,7.0,2023-06-26
619810,Revenue,The Nilgiris,Upperbhavani,7.0,2023-06-26
619811,Revenue,The Nilgiris,Glenmorgan,7.0,2023-06-26
619812,Revenue,Kanniyakumari,Eraniel,6.2,2023-06-26
619813,Revenue,Tirunelveli,Kakkachi,6.0,2023-06-26
619814,Revenue,Tenkasi,Tenkasi,6.0,2023-06-26
619815,Revenue,The Nilgiris,Kotagiri,6.0,2023-06-26
619816,Revenue,The Nilgiris,Devala,6.0,2023-06-26
619817,Revenue,Coimbatore,Valparai PAP,6.0,2023-06-26
619818,Revenue,Tirunelveli,Kalakadu,5.6,2023-06-26
619819,Revenue,Thiruchirappalli,Kovilpatty,5.2,2023-06-26
619820,Revenue,Perambalur,Padalur,5.0,2023-06-26
619821,Revenue,Coimbatore,"Taluk Office, Valparai",5.0,2023-06-26
619822,Revenue,The Nilgiris,Taluk Office  Pandalur,5.0,2023-06-26
619823,Revenue,Thiruchirappalli,Devimangalam,4.4,2023-06-26
619824,Revenue,Perambalur,VEPPANTHATTAI,4.0,2023-06-26
619825,Revenue,The Nilgiris,Ketti,4.0,2023-06-26
619826,Revenue,The Nilgiris,Kil Kotagiri Estate,4.0,2023-06-26
619827,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,4.0,2023-06-26
619828,Revenue,Kanniyakumari,Thirparappu,3.7,2023-06-26
619829,Revenue,The Nilgiris,Udhagai,3.2,2023-06-26
619830,Revenue,Tenkasi,Gundar dam,3.2,2023-06-26
619831,Revenue,Thiruchirappalli,Lalgudi,3.2,2023-06-26
619832,Revenue,Tenkasi,Karuppanadhi Dam section,3.0,2023-06-26
619833,Revenue,The Nilgiris,Avalanche,3.0,2023-06-26
619834,Revenue,Kanniyakumari,Mambzhathuraiyaru,3.0,2023-06-26
619835,Revenue,Kanniyakumari,Mullanginavilai,2.4,2023-06-26
619836,Revenue,Kanniyakumari,Mukkadal dam,2.2,2023-06-26
619837,Revenue,Thiruchirappalli,Kallakudi,2.2,2023-06-26
619838,Revenue,Kanniyakumari,Thuckalay,2.1,2023-06-26
619839,Revenue,Tirunelveli,Manjolai,2.0,2023-06-26
619840,Revenue,Kanniyakumari,Colachel,2.0,2023-06-26
619841,Revenue,Kanniyakumari,Kuzhithurai,2.0,2023-06-26
619842,Revenue,Kanniyakumari,Kalial,2.0,2023-06-26
619843,Revenue,Coimbatore,Cincona,2.0,2023-06-26
619844,Revenue,Tenkasi,Ayikudi,2.0,2023-06-26
619845,Revenue,Thiruchirappalli,Thuraiyur,2.0,2023-06-26
619846,Revenue,Kanniyakumari,Sivalogam (Chittar II),2.0,2023-06-26
619847,Revenue,The Nilgiris,Chamraj Estate,2.0,2023-06-26
619848,Revenue,The Nilgiris,Wood Braiyar Estate,2.0,2023-06-26
619849,Revenue,Thanjavur,Grand Anaicut,1.8,2023-06-26
619850,Revenue,Tenkasi,Shencottai,1.6,2023-06-26
619851,Revenue,Thiruchirappalli,Tiruchirappalli Junction,1.3,2023-06-26
619852,Revenue,Kanniyakumari,Bhoothapandy,1.0,2023-06-26
619853,Revenue,Dharmapuri,Pennagaram,1.0,2023-06-26
619854,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,1.0,2023-06-26
619855,Revenue,Thanjavur,Thirukkattupalli,0.4,2023-06-26
619856,Revenue,Madurai,Elumalai,0.2,2023-06-26
619857,Revenue,Thiruchirappalli,Tiruchirappalli Airport,0.2,2023-06-26
619858,Revenue,Coimbatore,Cincona,20.0,2023-06-27
619859,Revenue,Coimbatore,Valparai PAP,17.0,2023-06-27
619860,Revenue,Coimbatore,"Taluk Office, Valparai",16.0,2023-06-27
619861,Revenue,Cuddalore,Panruti,16.0,2023-06-27
619862,Revenue,Coimbatore,Chinnakalar,16.0,2023-06-27
619863,Revenue,The Nilgiris,Taluk Office  Pandalur,15.0,2023-06-27
619864,Revenue,Cuddalore,Collectorate,14.5,2023-06-27
619865,Revenue,Cuddalore,Indian Metrology Department,11.0,2023-06-27
619866,Revenue,Coimbatore,Sholayar,10.0,2023-06-27
619867,Revenue,Ranipet,Sholingur,9.2,2023-06-27
619868,Revenue,The Nilgiris,Gudalur Bazaar,9.0,2023-06-27
619869,Revenue,Sivagangai,Thiruppathur,7.5,2023-06-27
619870,Revenue,Cuddalore,Annamalai Nagar,7.0,2023-06-27
619871,Revenue,The Nilgiris,Upper Gudalur,7.0,2023-06-27
619872,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,6.0,2023-06-27
619873,Revenue,Pudukkottai,Alangudi,6.0,2023-06-27
619874,Revenue,Cuddalore,Vanamadevi,5.0,2023-06-27
619875,Revenue,Cuddalore,SRC Kudithangi,5.0,2023-06-27
619876,Revenue,The Nilgiris,Devala,4.0,2023-06-27
619877,Revenue,The Nilgiris,Naduvattam,4.0,2023-06-27
619878,Revenue,Vellore,Ponnai Dam,3.8,2023-06-27
619879,Revenue,Kanniyakumari,Puthan dam,3.2,2023-06-27
619880,Revenue,Pudukkottai,Pudukkottai,3.0,2023-06-27
619881,Revenue,Dindigul,Kodaikanal,3.0,2023-06-27
619882,Revenue,Sivagangai,Ilayangudi,3.0,2023-06-27
619883,Revenue,The Nilgiris,Kodanad,3.0,2023-06-27
619884,Revenue,The Nilgiris,Wood Braiyar Estate,3.0,2023-06-27
619885,Revenue,Kanniyakumari,Perunchani,2.8,2023-06-27
619886,Revenue,Cuddalore,Kattumannarkoil,2.2,2023-06-27
619887,Revenue,Cuddalore,Lalpet,2.0,2023-06-27
619888,Revenue,Kanniyakumari,Pechiparai,2.0,2023-06-27
619889,Revenue,The Nilgiris,Avalanche,2.0,2023-06-27
619890,Revenue,The Nilgiris,Upperbhavani,2.0,2023-06-27
619891,Revenue,The Nilgiris,Shanthi vijaya School,2.0,2023-06-27
619892,Revenue,The Nilgiris,Barwood,2.0,2023-06-27
619893,Revenue,Ariyalur,"Taluk Office, Andimadam",2.0,2023-06-27
619894,Revenue,Cuddalore,Sethiyathope,1.2,2023-06-27
619895,Revenue,The Nilgiris,Udhagai,1.0,2023-06-27
619896,Revenue,Theni,Thekkadi,1.0,2023-06-27
619897,Revenue,Thanjavur,Neivasal Thenpathi,53.8,2023-06-28
619898,Revenue,Coimbatore,Chinnakalar,52.0,2023-06-28
619899,Revenue,The Nilgiris,Taluk Office  Pandalur,44.0,2023-06-28
619900,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,29.0,2023-06-28
619901,Revenue,The Nilgiris,Avalanche,28.0,2023-06-28
619902,Revenue,Coimbatore,Cincona,27.0,2023-06-28
619903,Revenue,Coimbatore,Sholayar,26.0,2023-06-28
619904,Revenue,Thiruvarur,Needamangalam,23.4,2023-06-28
619905,Revenue,Thanjavur,Orathanad,19.4,2023-06-28
619906,Revenue,Thanjavur,Vettikadu,19.0,2023-06-28
619907,Revenue,Coimbatore,Valparai PAP,17.0,2023-06-28
619908,Revenue,Tirunelveli,Nalumukku,16.0,2023-06-28
619909,Revenue,Coimbatore,"Taluk Office, Valparai",16.0,2023-06-28
619910,Revenue,The Nilgiris,Devala,16.0,2023-06-28
619911,Revenue,Tirunelveli,Oothu,12.0,2023-06-28
619912,Revenue,Theni,Thekkadi,12.0,2023-06-28
619913,Revenue,The Nilgiris,Kodanad,12.0,2023-06-28
619914,Revenue,Kanniyakumari,Balamore,11.4,2023-06-28
619915,Revenue,Pudukkottai,Avudaiyarkovil,11.2,2023-06-28
619916,Revenue,Pudukkottai,THIRUMAYAM,11.0,2023-06-28
619917,Revenue,The Nilgiris,Ketti,11.0,2023-06-28
619918,Revenue,Pudukkottai,Karambakudi,10.6,2023-06-28
619919,Revenue,Karur,Palaviduthi,10.3,2023-06-28
619920,Revenue,Thiruvarur,Pandavaiyaru,10.2,2023-06-28
619921,Revenue,Coimbatore,Siruvani Adivaram (Water Treatment Plant),10.0,2023-06-28
619922,Revenue,Thanjavur,Peravurani,10.0,2023-06-28
619923,Revenue,Salem,Omalur,10.0,2023-06-28
619924,Revenue,Theni,Periyar,9.4,2023-06-28
619925,Revenue,Dindigul,VEDASANDUR,9.3,2023-06-28
619926,Revenue,Dindigul,TOBACCO STATION(VDR),9.3,2023-06-28
619927,Revenue,Thiruvarur,Mannargudi,9.2,2023-06-28
619928,Revenue,Kanniyakumari,Thirparappu,8.4,2023-06-28
619929,Revenue,Thanjavur,Thanjavur,8.0,2023-06-28
619930,Revenue,Tenkasi,Adavinainarkoil Dam,7.0,2023-06-28
619931,Revenue,Kanniyakumari,Suralacode,7.0,2023-06-28
619932,Revenue,Tenkasi,Gundar dam,6.8,2023-06-28
619933,Revenue,Kanniyakumari,Perunchani,6.6,2023-06-28
619934,Revenue,The Nilgiris,Gudalur Bazaar,6.0,2023-06-28
619935,Revenue,The Nilgiris,Naduvattam,6.0,2023-06-28
619936,Revenue,The Nilgiris,Wood Braiyar Estate,6.0,2023-06-28
619937,Revenue,Kanniyakumari,Puthan dam,5.4,2023-06-28
619938,Revenue,Thiruvarur,"Taluk Office , Tiruvarur",5.2,2023-06-28
619939,Revenue,Thiruvarur,Kudavasal,5.2,2023-06-28
619940,Revenue,The Nilgiris,Upperbhavani,5.0,2023-06-28
619941,Revenue,The Nilgiris,Upper Gudalur,5.0,2023-06-28
619942,Revenue,Erode,Thalavadi,4.2,2023-06-28
619943,Revenue,Dindigul,Kodaikanal,4.2,2023-06-28
619944,Revenue,Tirunelveli,Servalar Dam,4.0,2023-06-28
619945,Revenue,Kanniyakumari,Kannimar,3.6,2023-06-28
619946,Revenue,Kanniyakumari,Thuckalay,3.4,2023-06-28
619947,Revenue,Kanniyakumari,Pechiparai,3.2,2023-06-28
619948,Revenue,Kanniyakumari,Mukkadal dam,3.1,2023-06-28
619949,Revenue,Tirunelveli,Kakkachi,3.0,2023-06-28
619950,Revenue,The Nilgiris,Emerald,3.0,2023-06-28
619951,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,3.0,2023-06-28
619952,Revenue,Kanniyakumari,Mambzhathuraiyaru,3.0,2023-06-28
619953,Revenue,Pudukkottai,Ayinkudi,2.8,2023-06-28
619954,Revenue,Thiruvarur,"Taluk Office, Nannilam",2.6,2023-06-28
619955,Revenue,Coimbatore,"Taluk Office, Anaimalai",2.0,2023-06-28
619956,Revenue,Theni,Manjalar,2.0,2023-06-28
619957,Revenue,Tenkasi,Shencottai,2.0,2023-06-28
619958,Revenue,Dindigul,Kodaikanal boat club,2.0,2023-06-28
619959,Revenue,The Nilgiris,Barwood,2.0,2023-06-28
619960,Revenue,Theni,Shanmuganadhi,1.6,2023-06-28
619961,Revenue,Krishnagiri,Barur,1.6,2023-06-28
619962,Revenue,Theni,Uthamapalayam,1.4,2023-06-28
619963,Revenue,Thanjavur,Echanviduthi,1.2,2023-06-28
619964,Revenue,Theni,Gudalur,1.2,2023-06-28
619965,Revenue,Coimbatore,"Taluk Office, Pollachi",1.0,2023-06-28
619966,Revenue,Dindigul,Kamatchipuram,1.0,2023-06-28
619967,Revenue,Nagapattinam,Nagapattinam,1.0,2023-06-28
619968,Revenue,The Nilgiris,Kallaty,1.0,2023-06-28
619969,Revenue,Tirunelveli,Manimutharu,0.8,2023-06-28
619970,Revenue,Thanjavur,Adirampatnam,0.4,2023-06-28
619971,CMWSSB,Tiruvallur,Thervoykandigai,0.2,2023-06-28
619972,Revenue,The Nilgiris,Devala,31.0,2023-06-29
619973,Revenue,Coimbatore,Chinnakalar,10.0,2023-06-29
619974,Revenue,Theni,Periyar,8.8,2023-06-29
619975,GCC,Chennai,Zone 02 Manali,8.1,2023-06-29
619976,CMWSSB,Chennai,Puzhal,7.4,2023-06-29
619977,Revenue,Coimbatore,Cincona,7.0,2023-06-29
619978,Revenue,The Nilgiris,Taluk Office  Pandalur,7.0,2023-06-29
619979,Revenue,Theni,Thekkadi,5.4,2023-06-29
619980,Revenue,Tiruvallur,Pallipattu,5.0,2023-06-29
619981,Revenue,Tiruvallur,Redhills,5.0,2023-06-29
619982,Revenue,The Nilgiris,Glenmorgan,5.0,2023-06-29
619983,GCC,Chennai,Zone 06 T.V.K Nagar,4.5,2023-06-29
619984,GCC,Chennai,Zone 05 Royapuram,4.05,2023-06-29
619985,CMWSSB,Chennai,Thiru-Vi-Ka Nagar,4.0,2023-06-29
619986,Revenue,Coimbatore,Valparai PAP,4.0,2023-06-29
619987,Revenue,Coimbatore,Sholayar,4.0,2023-06-29
619988,CMWSSB,Chennai,Madhavaram,3.6,2023-06-29
619989,GCC,Chennai,Zone 06 D65 Kolathur,3.6,2023-06-29
619990,CMWSSB,Chennai,Thiruvottiyur,3.2,2023-06-29
619991,Revenue,Salem,Attur,3.2,2023-06-29
619992,Revenue,Ranipet,Arakkonam,3.2,2023-06-29
619993,Revenue,Tiruvallur,Cholavaram,3.0,2023-06-29
619994,GCC,Chennai,Zone 03 Puzhal,3.0,2023-06-29
619995,Revenue,Coimbatore,"Taluk Office, Valparai",3.0,2023-06-29
619996,Revenue,Tiruvallur,Thamaraipakkam,3.0,2023-06-29
619997,Revenue,Tiruvallur,Tiruvallur,3.0,2023-06-29
619998,Revenue,The Nilgiris,Gudalur Bazaar,3.0,2023-06-29
619999,Revenue,The Nilgiris,Upperbhavani,3.0,2023-06-29
620000,Revenue,Tiruvallur,Avadi,3.0,2023-06-29
620001,CMWSSB,Chennai,Manali,2.6,2023-06-29
620002,Revenue,Chennai,Chennai collectorate building,2.1,2023-06-29
620003,Revenue,The Nilgiris,Udhagai,2.0,2023-06-29
620004,Revenue,Tirunelveli,Nalumukku,2.0,2023-06-29
620005,CMWSSB,Chennai,Royapuram,2.0,2023-06-29
620006,Revenue,Tiruvallur,Poondi,2.0,2023-06-29
620007,Revenue,Coimbatore,"Taluk Office, Pollachi",2.0,2023-06-29
620008,Revenue,The Nilgiris,Ketti,2.0,2023-06-29
620009,Revenue,The Nilgiris,Kundah Bridge,2.0,2023-06-29
620010,Revenue,The Nilgiris,Avalanche,2.0,2023-06-29
620011,Revenue,The Nilgiris,Naduvattam,2.0,2023-06-29
620012,Revenue,The Nilgiris,Barwood,2.0,2023-06-29
620013,Revenue,The Nilgiris,Upper Gudalur,2.0,2023-06-29
620014,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,2.0,2023-06-29
620015,GCC,Chennai,Zone 07 U18 D81 Vanagaram,1.8,2023-06-29
620016,GCC,Chennai,Zone 01 Kathivakkam,1.5,2023-06-29
620017,Revenue,Coimbatore,"Taluk Office, Anaimalai",1.2,2023-06-29
620018,CMWSSB,Chennai,Tondairpet,1.2,2023-06-29
620019,GCC,Chennai,Zone 12 D156 Mugalivakkam,1.2,2023-06-29
620020,Revenue,Coimbatore,Siruvani Adivaram (Water Treatment Plant),1.0,2023-06-29
620021,Revenue,Tirunelveli,Oothu,1.0,2023-06-29
620022,Revenue,Tenkasi,Gundar dam,1.0,2023-06-29
620023,Revenue,Tenkasi,Adavinainarkoil Dam,1.0,2023-06-29
620024,Revenue,Tiruvallur,Tiruttani,1.0,2023-06-29
620025,Revenue,Salem,Yercaud,1.0,2023-06-29
620026,Revenue,The Nilgiris,Wood Braiyar Estate,1.0,2023-06-29
620027,GCC,Chennai,Zone 02 D15 Manali,0.9,2023-06-29
620028,GCC,Chennai,Zone 12 Alandhur,0.6,2023-06-29
620029,GCC,Chennai,Zone 04 Tondiarpet,0.45,2023-06-29
620030,Revenue,Chennai,Sholinganallur,0.4,2023-06-29
620031,Revenue,Chennai,Anna university,0.3,2023-06-29
620032,GCC,Chennai,Zone 14 U41 Perungudi,0.3,2023-06-29
620033,Revenue,Chennai,Gov hr sec school MGR Nagar,0.2,2023-06-29
620034,Revenue,Chennai,Alandur,0.2,2023-06-29
620035,CMWSSB,Tiruvallur,Poondi,0.2,2023-06-29
620036,GCC,Chennai,Zone 15 Sholinganallur,62.7,2023-06-30
620037,GCC,Chennai,Zone 15 Uthandi,55.5,2023-06-30
620038,Revenue,Pudukkottai,Manamelkudi,47.0,2023-06-30
620039,Revenue,Thanjavur,Pattukkottai,47.0,2023-06-30
620040,Revenue,Ramanathapuram,Tiruvadani,45.0,2023-06-30
620041,Revenue,The Nilgiris,Taluk Office  Pandalur,45.0,2023-06-30
620042,Revenue,Pudukkottai,Ayinkudi,34.2,2023-06-30
620043,Revenue,Kancheepuram,Sriperumbadur,32.2,2023-06-30
620044,Revenue,Pudukkottai,Nagudi,26.0,2023-06-30
620045,Revenue,Thanjavur,Echanviduthi,26.0,2023-06-30
620046,Revenue,Pudukkottai,Aranthangi,25.0,2023-06-30
620047,Revenue,Ramanathapuram,R.S.Mangalam,24.6,2023-06-30
620048,Revenue,Ranipet,Arakkonam,24.2,2023-06-30
620049,Revenue,Cuddalore,Vridhachalam,23.0,2023-06-30
620050,Revenue,Ramanathapuram,Theerthandathanam,22.4,2023-06-30
620051,Revenue,Ramanathapuram,Vattanam,21.0,2023-06-30
620052,Revenue,Mayiladuthurai,Anaikaranchatram (Kollidam),20.2,2023-06-30
620053,GCC,Chennai,Zone 14 U41 Perungudi,19.2,2023-06-30
620054,Revenue,The Nilgiris,Upperbhavani,19.0,2023-06-30
620055,Revenue,Kallakurichi,BASL Manalurpet,16.0,2023-06-30
620056,Revenue,Thiruvarur,"Taluk Office, Thiruthuraipoondi",15.8,2023-06-30
620057,Revenue,Dindigul,Kodaikanal boat club,15.6,2023-06-30
620058,Revenue,Thanjavur,Adirampatnam,15.4,2023-06-30
620059,Revenue,Villupuram,BASL Mugaiyur,15.0,2023-06-30
620060,Revenue,The Nilgiris,Barwood,15.0,2023-06-30
620061,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,15.0,2023-06-30
620062,GCC,Chennai,Zone 13 Adyar,14.7,2023-06-30
620063,Revenue,Pudukkottai,Meemisal,14.2,2023-06-30
620064,Revenue,Mayiladuthurai,Sirkali,14.2,2023-06-30
620065,Revenue,Kallakurichi,ULUNDURPET,14.0,2023-06-30
620066,Revenue,Salem,Yercaud,14.0,2023-06-30
620067,Revenue,Thanjavur,Madukkur,13.0,2023-06-30
620068,Revenue,The Nilgiris,Upper Gudalur,13.0,2023-06-30
620069,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,13.0,2023-06-30
620070,Revenue,Thanjavur,Orathanad,12.6,2023-06-30
620071,GCC,Chennai,Zone 01 Thiruvottiyur,12.15,2023-06-30
620072,Revenue,The Nilgiris,Gudalur Bazaar,12.0,2023-06-30
620073,Revenue,The Nilgiris,Avalanche,12.0,2023-06-30
620074,Revenue,Ranipet,Panapakkam,11.6,2023-06-30
620075,Revenue,Dindigul,Kodaikanal,11.5,2023-06-30
620076,Revenue,Chengalpattu,"Taluk Office, Tambaram",11.0,2023-06-30
620077,Revenue,The Nilgiris,Wood Braiyar Estate,11.0,2023-06-30
620078,Revenue,Thanjavur,Peravurani,10.0,2023-06-30
620079,Revenue,Nagapattinam,Vedaranyam,10.0,2023-06-30
620080,Revenue,Coimbatore,Sholayar,10.0,2023-06-30
620081,Revenue,Thiruvarur,"Sub Registrar Office, Muthupettai",9.6,2023-06-30
620082,Revenue,Ramanathapuram,Thondi,9.6,2023-06-30
620083,Revenue,Kallakurichi,KCS MILL-1 Ariyalur,9.0,2023-06-30
620084,Revenue,Kallakurichi,DSCL Kalayanallur,9.0,2023-06-30
620085,Revenue,The Nilgiris,Naduvattam,9.0,2023-06-30
620086,Revenue,Ramanathapuram,Kadaladi,8.2,2023-06-30
620087,Revenue,Erode,Kunderipallam,8.2,2023-06-30
620088,Revenue,Perambalur,V.KALATHUR,8.0,2023-06-30
620089,Revenue,Tiruvallur,Tiruvallur,8.0,2023-06-30
620090,Revenue,Pudukkottai,Avudaiyarkovil,7.4,2023-06-30
620091,Revenue,Mayiladuthurai,Sembanarkoil (PWD),7.4,2023-06-30
620092,Revenue,Nagapattinam,Velankanni,7.4,2023-06-30
620093,Revenue,The Nilgiris,Devala,7.0,2023-06-30
620094,Revenue,Coimbatore,Chinnakalar,7.0,2023-06-30
620095,Revenue,Cuddalore,Kuppanatham,6.8,2023-06-30
620096,Revenue,Chengalpattu,Keelampakkam,6.2,2023-06-30
620097,Revenue,Pudukkottai,Malaiyur,5.4,2023-06-30
620098,Revenue,Cuddalore,Pelandurai,5.4,2023-06-30
620099,Revenue,Nagapattinam,Kodiayakarai,5.4,2023-06-30
620100,GCC,Chennai,Zone 14 Perungudi,5.1,2023-06-30
620101,Revenue,Chennai,Sholinganallur,5.0,2023-06-30
620102,Revenue,Perambalur,Eraiyur,5.0,2023-06-30
620103,Revenue,Tiruvallur,Poondi,5.0,2023-06-30
620104,Revenue,Coimbatore,Cincona,5.0,2023-06-30
620105,Revenue,The Nilgiris,Glenmorgan,5.0,2023-06-30
620106,Revenue,Pudukkottai,Alangudi,5.0,2023-06-30
620107,GCC,Chennai,Zone 13 Adyar Eco Park,4.8,2023-06-30
620108,GCC,Chennai,Zone 13 U39 Adyar,4.8,2023-06-30
620109,Revenue,Cuddalore,Sethiyathope,4.4,2023-06-30
620110,Revenue,Nagapattinam,Thalanayar,4.2,2023-06-30
620111,GCC,Chennai,Zone 05 Royapuram,4.05,2023-06-30
620112,Revenue,Coimbatore,Siruvani Adivaram (Water Treatment Plant),4.0,2023-06-30
620113,Revenue,Tiruvallur,Cholavaram,4.0,2023-06-30
620114,Revenue,Salem,Danishpet,4.0,2023-06-30
620115,Revenue,Mayiladuthurai,Manalmedu,4.0,2023-06-30
620116,Revenue,The Nilgiris,Kotagiri,4.0,2023-06-30
620117,Revenue,Sivagangai,Karaikudi,3.8,2023-06-30
620118,Revenue,Cuddalore,Annamalai Nagar,3.5,2023-06-30
620119,Revenue,Krishnagiri,"Taluk Office, Hosur",3.3,2023-06-30
620120,Revenue,Chennai,Chennai collectorate building,3.2,2023-06-30
620121,Revenue,Sivagangai,Devakottai,3.2,2023-06-30
620122,Revenue,Tiruvallur,R.K.Pet,3.0,2023-06-30
620123,Revenue,Coimbatore,"Taluk Office, Valparai",3.0,2023-06-30
